Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinType2,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageFinish,GarageCars,GarageQual,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,Fence,MiscFeature,MiscVal,SaleType,SaleCondition,BsmtFlag,WoodDeckFlag,PoolFlag,BsmtFinPerc,SalePrice
66,10,3,76.0,9591,1,1,3,3,4,0,16,2,2,0,5,8,5,2005,1,1,12,13,1,344.0,4.0,3.0,2,5.0,3.0,3.0,1.0,1.0,1143.0,1,5.0,1,4,0,2473,0.0,0.0,2,1,4,1,4.0,9,7.0,1,4.0,3,2.0,3.0,3.0,2.0,192,151,0,0,0,4,1,0,8,4,1.0,1,0,0.0,12.666657052859417
67,5,3,74.0,19900,1,1,3,3,4,0,12,3,2,0,2,7,5,1989,1,1,9,10,1,287.0,3.0,3.0,1,4.0,3.0,4.0,6.0,1.0,1947.0,1,3.0,1,4,0,2207,1.0,0.0,2,0,3,1,3.0,7,6.0,1,4.0,1,2.0,2.0,3.0,2.0,301,0,0,0,0,4,1,0,8,4,1.0,1,0,0.46841294298921415,12.100712129872347
68,5,3,72.0,10665,1,1,0,3,4,0,5,2,2,0,2,7,5,2003,1,1,12,13,1,167.0,4.0,3.0,2,4.0,3.0,3.0,6.0,1.0,1453.0,1,5.0,1,4,0,1479,1.0,0.0,2,0,3,1,4.0,7,7.0,0,0.0,1,2.0,2.0,3.0,2.0,144,29,0,0,0,4,1,0,8,4,1.0,1,0,0.6971782518926359,12.328290278254423
69,6,4,47.0,4608,1,1,3,3,0,0,17,0,2,0,2,4,6,1950,1,1,8,8,2,0.0,3.0,4.0,1,3.0,3.0,1.0,1.0,1.0,747.0,1,3.0,1,4,0,747,0.0,0.0,1,0,2,1,3.0,4,7.0,0,0.0,1,1.0,1.0,3.0,2.0,0,0,0,0,0,4,1,0,8,4,1.0,0,0,0.0,11.289781913656018
70,9,3,81.0,15593,1,1,3,3,0,0,4,2,2,0,0,7,4,1953,1,1,3,0,2,0.0,4.0,3.0,1,3.0,3.0,1.0,4.0,1.0,1304.0,2,3.0,1,4,0,2287,0.0,0.0,2,0,3,1,3.0,7,7.0,1,3.0,1,3.0,2.0,3.0,2.0,0,21,114,0,0,4,1,0,8,4,1.0,0,0,0.4624233128834356,12.323855681186558
71,5,3,95.0,13651,1,1,0,3,4,0,12,2,2,0,2,7,6,1973,1,1,9,10,1,1115.0,3.0,4.0,1,4.0,3.0,4.0,5.0,1.0,2223.0,1,5.0,1,4,0,2223,1.0,0.0,2,0,3,1,3.0,8,7.0,2,4.0,1,3.0,2.0,3.0,2.0,300,0,0,0,0,4,1,0,8,4,1.0,1,0,0.8457040035987404,12.404923504275338
72,5,3,69.0,7599,1,1,3,3,0,0,11,2,2,0,2,4,6,2006,1,1,6,10,2,0.0,3.0,3.0,1,3.0,3.0,1.0,5.0,1.0,845.0,1,3.0,1,4,0,845,1.0,0.0,1,0,2,1,3.0,4,7.0,0,0.0,5,1.0,2.0,3.0,2.0,0,0,0,0,0,4,1,0,8,4,1.0,0,0,0.6686390532544378,11.771436160121729
73,10,3,74.0,10141,1,1,0,3,0,0,8,2,2,0,5,7,5,1998,1,1,12,13,1,40.0,3.0,3.0,2,4.0,3.0,1.0,1.0,1.0,832.0,1,4.0,1,4,0,1718,0.0,0.0,2,1,3,1,3.0,7,7.0,1,3.0,1,3.0,2.0,3.0,2.0,0,94,0,0,291,4,1,0,8,4,1.0,0,0,0.0,12.128111104060462
74,5,3,85.0,10200,1,1,3,3,4,0,12,2,2,0,2,5,7,2003,1,1,13,14,1,104.0,3.0,3.0,1,3.0,3.0,1.0,5.0,4.0,1086.0,1,4.0,1,4,0,1086,1.0,0.0,1,0,3,1,3.0,6,7.0,0,0.0,1,1.0,2.0,3.0,2.0,0,0,0,0,0,1,1,0,8,4,1.0,0,0,0.6279926335174953,11.883799128308773
75,9,4,60.0,5790,1,1,3,3,0,0,17,2,2,0,5,3,6,1950,2,1,12,13,2,0.0,4.0,4.0,1,2.0,3.0,1.0,1.0,1.0,840.0,1,4.0,0,4,0,1605,0.0,0.0,2,0,3,2,3.0,8,7.0,0,0.0,5,1.0,1.0,3.0,2.0,0,0,202,0,0,4,1,0,8,4,1.0,0,0,0.0,11.584315461056901
76,3,4,21.0,1596,1,1,3,3,4,0,10,2,2,3,7,4,5,1973,1,1,5,5,2,0.0,3.0,3.0,1,4.0,3.0,4.0,6.0,1.0,462.0,1,3.0,1,4,0,988,1.0,0.0,1,0,2,1,3.0,5,7.0,0,0.0,3,1.0,1.0,3.0,2.0,120,101,0,0,0,1,1,0,8,4,1.0,1,0,1.0,11.418614785498987
77,5,3,74.0,8475,1,1,0,3,4,0,12,2,2,0,2,4,7,1956,1,1,12,13,2,0.0,3.0,3.0,1,3.0,3.0,1.0,5.0,1.0,952.0,1,5.0,1,0,0,952,0.0,0.0,1,0,2,1,3.0,4,7.0,0,0.0,5,1.0,1.0,3.0,2.0,0,0,0,0,0,4,1,0,8,4,1.0,0,0,0.23949579831932774,11.818570237796182
78,9,4,50.0,8635,1,1,3,3,4,0,3,2,2,0,0,5,5,2001,1,1,13,14,2,0.0,3.0,3.0,1,3.0,3.0,1.0,4.0,6.0,672.0,1,3.0,1,4,0,1285,1.0,0.0,1,0,2,1,3.0,6,6.0,0,0.0,5,1.0,1.0,3.0,2.0,0,0,0,0,0,2,1,0,8,4,1.0,0,0,0.5610119047619048,11.751942365440728
79,15,3,72.0,10778,1,1,3,3,4,0,19,2,2,2,2,4,5,1968,3,1,6,6,2,0.0,3.0,3.0,1,3.0,3.0,1.0,1.0,1.0,1768.0,1,3.0,0,4,0,1768,0.0,0.0,2,0,4,2,3.0,8,7.0,0,0.0,6,0.0,0.0,0.0,2.0,0,0,0,0,0,4,1,0,8,4,1.0,0,0,0.0,11.824079893607152
80,9,4,60.0,10440,1,0,3,3,0,0,17,2,2,0,5,5,6,1981,1,1,13,14,2,0.0,3.0,3.0,2,3.0,3.0,1.0,1.0,1.0,440.0,1,4.0,1,4,0,1230,0.0,0.0,1,1,2,1,3.0,5,7.0,0,0.0,5,1.0,2.0,3.0,2.0,74,0,128,0,0,2,1,0,8,4,1.0,1,0,0.0,11.608235644774552
81,10,3,100.0,13000,1,1,3,3,0,0,12,2,2,0,5,6,6,1968,1,1,12,13,1,576.0,3.0,4.0,1,4.0,3.0,1.0,3.0,1.0,896.0,1,3.0,1,4,0,2142,0.0,0.0,2,1,4,1,4.0,8,7.0,1,4.0,1,3.0,1.0,3.0,2.0,0,72,0,0,252,4,1,0,8,4,1.0,0,0,0.5,12.173032791451973
82,0,4,32.0,4500,1,1,3,3,2,0,11,2,2,4,2,6,5,1998,3,1,12,13,1,443.0,3.0,4.0,2,5.0,4.0,1.0,6.0,1.0,1237.0,1,5.0,1,4,0,1337,1.0,0.0,2,0,2,1,3.0,5,7.0,0,0.0,1,3.0,2.0,3.0,2.0,0,199,0,0,0,4,1,0,8,4,1.0,0,0,0.9708973322554567,11.941455846009388
83,5,3,78.0,10206,1,1,3,3,4,0,21,2,2,0,2,8,5,2007,1,1,12,13,3,468.0,3.0,3.0,2,4.0,3.0,1.0,6.0,1.0,1563.0,1,5.0,1,4,0,1563,0.0,0.0,2,0,3,1,4.0,6,7.0,1,4.0,1,2.0,3.0,3.0,2.0,144,99,0,0,0,4,1,0,8,4,1.0,1,0,0.02111324376199616,12.409013489526863
84,5,3,80.0,8892,1,1,0,3,4,0,12,2,2,0,2,5,5,1960,1,1,8,8,0,66.0,3.0,3.0,1,3.0,3.0,1.0,1.0,1.0,1065.0,1,4.0,1,4,0,1065,0.0,0.0,1,1,3,1,3.0,6,7.0,0,0.0,5,1.0,2.0,3.0,2.0,74,0,0,0,0,4,1,0,0,4,1.0,1,0,0.0,11.747997587149712
85,13,3,74.0,8530,1,1,0,3,4,0,8,2,2,0,7,7,5,1996,1,1,6,6,1,22.0,3.0,3.0,2,4.0,3.0,1.0,1.0,1.0,384.0,1,4.0,1,4,0,1474,0.0,0.0,2,1,3,1,3.0,7,7.0,1,3.0,3,3.0,2.0,3.0,2.0,120,72,0,0,0,4,3,700,8,4,1.0,1,0,0.0,12.030528073015242
86,10,3,121.0,16059,1,1,3,3,0,0,15,2,2,0,5,8,5,1992,3,1,6,6,1,284.0,4.0,3.0,1,4.0,3.0,1.0,1.0,1.0,1288.0,1,5.0,1,4,0,2417,0.0,0.0,2,1,4,1,4.0,9,7.0,1,3.0,1,1.0,2.0,3.0,2.0,127,82,0,0,0,4,1,0,8,4,1.0,1,0,0.0,12.468436909997665
87,10,3,122.0,11911,1,1,1,3,4,0,8,2,2,0,5,6,5,2005,1,1,12,13,2,0.0,4.0,3.0,2,4.0,3.0,3.0,1.0,1.0,684.0,1,5.0,1,4,0,1560,0.0,0.0,2,1,3,1,4.0,6,7.0,1,4.0,3,3.0,2.0,3.0,2.0,100,38,0,0,0,4,1,0,8,4,1.0,1,0,0.0,12.066810578196666
88,2,1,40.0,3951,1,2,3,3,0,0,21,2,2,4,5,6,5,2009,1,1,12,13,3,76.0,4.0,3.0,2,4.0,3.0,3.0,1.0,1.0,612.0,1,5.0,1,4,0,1224,0.0,0.0,2,1,2,1,4.0,4,7.0,0,0.0,5,2.0,2.0,3.0,2.0,0,234,0,0,0,4,1,0,6,5,1.0,0,0,0.0,12.010665849187564
89,9,0,105.0,8470,1,1,0,3,0,0,9,1,1,0,0,3,2,1982,3,1,9,10,2,0.0,2.0,2.0,1,3.0,2.0,1.0,1.0,1.0,1013.0,1,3.0,0,4,513,1526,0.0,0.0,1,0,2,1,2.0,6,7.0,0,0.0,6,0.0,0.0,0.0,0.0,0,0,156,0,0,2,1,0,3,0,1.0,0,0,0.0,11.350406535472453
90,5,3,60.0,8070,1,1,3,3,4,0,5,2,2,0,2,4,5,1995,1,1,12,13,2,0.0,3.0,3.0,2,4.0,3.0,1.0,6.0,1.0,990.0,1,5.0,1,4,0,990,1.0,0.0,1,0,3,1,3.0,5,7.0,0,0.0,6,0.0,0.0,0.0,2.0,0,0,0,0,0,4,1,0,8,4,1.0,0,0,0.593939393939394,11.724805824005728
91,5,3,60.0,7200,1,1,3,3,4,0,12,2,2,0,2,4,5,1950,1,1,3,14,2,0.0,3.0,3.0,3,0.0,0.0,0.0,0.0,0.0,0.0,1,3.0,1,0,0,1040,0.0,0.0,1,0,2,1,3.0,4,7.0,0,0.0,5,1.0,2.0,3.0,2.0,0,29,0,0,0,4,1,0,8,4,0.0,0,0,0.0,11.607326140391713
92,5,3,85.0,8500,1,1,3,3,4,0,12,2,2,0,2,5,3,1961,3,1,6,6,0,203.0,3.0,3.0,1,3.0,3.0,1.0,3.0,1.0,1235.0,1,3.0,1,4,0,1235,0.0,0.0,1,0,2,1,3.0,6,7.0,0,0.0,1,1.0,2.0,3.0,2.0,0,0,0,0,0,1,1,0,8,0,1.0,0,0,0.48582995951417,11.498826540590727
93,6,3,80.0,13360,1,0,0,1,4,0,6,2,2,0,2,5,7,2006,1,1,13,14,2,0.0,3.0,4.0,0,4.0,3.0,1.0,5.0,1.0,876.0,1,5.0,1,4,0,964,1.0,0.0,1,0,2,1,3.0,5,7.0,0,0.0,5,1.0,2.0,3.0,2.0,0,0,44,0,0,4,1,0,8,4,1.0,0,0,0.8139269406392694,12.004568269319446
94,4,0,60.0,7200,1,1,3,3,0,0,17,2,2,1,4,6,6,1998,3,1,8,8,2,0.0,3.0,3.0,0,3.0,2.0,2.0,3.0,1.0,1214.0,2,5.0,0,4,0,2291,0.0,1.0,2,0,4,2,3.0,9,7.0,1,4.0,5,1.0,2.0,3.0,2.0,0,0,0,0,99,4,1,0,8,4,1.0,0,0,0.8616144975288303,11.804848531679264
95,10,3,69.0,9337,1,1,0,3,4,0,5,2,2,0,5,6,5,1997,1,1,12,13,2,0.0,3.0,4.0,2,4.0,3.0,1.0,6.0,1.0,824.0,1,5.0,1,4,0,1786,1.0,0.0,2,1,3,1,4.0,7,7.0,0,0.0,1,2.0,2.0,3.0,2.0,0,162,0,0,0,4,1,0,8,4,1.0,0,0,0.7864077669902912,12.229545001715316
96,10,3,74.0,9765,1,1,1,3,0,0,8,2,2,0,5,6,8,1993,1,1,12,13,1,68.0,5.0,4.0,2,4.0,4.0,1.0,5.0,1.0,680.0,1,4.0,1,4,0,1470,0.0,0.0,2,1,3,1,3.0,6,7.0,1,3.0,3,3.0,2.0,3.0,2.0,232,63,0,0,0,4,3,480,8,4,1.0,1,0,0.45588235294117646,12.125513137671756
97,5,3,78.0,10264,1,1,0,3,4,0,5,2,2,0,2,7,5,1999,1,1,12,13,1,183.0,4.0,3.0,2,4.0,3.0,3.0,5.0,1.0,1588.0,1,5.0,1,4,0,1588,0.0,0.0,2,0,3,1,4.0,6,7.0,0,0.0,1,2.0,2.0,3.0,2.0,158,29,0,0,0,4,1,0,8,4,1.0,1,0,0.7317380352644837,12.273731294003989
98,5,3,73.0,10921,1,1,3,1,4,0,7,2,2,0,2,4,5,1965,3,1,6,6,1,48.0,3.0,3.0,1,3.0,3.0,1.0,3.0,1.0,960.0,1,3.0,1,1,0,960,1.0,0.0,1,0,3,1,3.0,6,7.0,0,0.0,1,3.0,1.0,3.0,1.0,120,0,0,0,0,4,1,0,8,4,1.0,1,0,0.5416666666666666,11.458997122944673
99,6,3,85.0,10625,1,1,3,3,0,0,7,2,2,0,2,5,5,1950,1,1,13,14,2,0.0,3.0,3.0,0,3.0,3.0,1.0,5.0,1.0,458.0,1,2.0,0,4,0,835,0.0,0.0,1,0,2,1,3.0,5,7.0,0,0.0,2,1.0,1.0,2.0,2.0,0,0,77,0,0,4,3,400,0,0,1.0,0,0,0.23580786026200873,11.32176495950907
100,5,3,77.0,9320,1,1,0,3,4,0,12,2,2,0,2,4,5,1959,1,1,9,10,2,0.0,3.0,3.0,1,3.0,3.0,1.0,5.0,1.0,950.0,1,2.0,1,4,0,1225,1.0,0.0,1,1,3,1,3.0,6,7.0,0,0.0,6,0.0,0.0,0.0,2.0,352,0,0,0,0,4,3,400,8,4,1.0,1,0,0.5989473684210527,11.764073212694036
101,5,3,74.0,10603,1,1,0,3,4,0,14,2,2,0,2,6,7,2001,1,1,9,10,1,28.0,3.0,3.0,2,3.0,3.0,2.0,5.0,1.0,1610.0,1,4.0,1,4,0,1610,1.0,0.0,2,0,3,1,4.0,6,7.0,2,3.0,1,2.0,2.0,3.0,2.0,168,68,0,0,0,4,1,0,8,4,1.0,1,0,0.7453416149068323,12.230765258120545
102,10,3,77.0,9206,1,1,3,3,4,0,20,2,2,0,5,6,5,1985,1,1,6,6,1,336.0,4.0,3.0,1,4.0,3.0,1.0,1.0,1.0,741.0,1,3.0,1,4,0,1732,0.0,0.0,2,1,3,1,4.0,7,7.0,1,3.0,1,3.0,2.0,3.0,2.0,192,46,0,0,0,4,1,0,8,4,1.0,1,0,0.0,12.089538829274222
103,15,3,64.0,7018,1,1,3,0,4,0,20,2,2,2,2,5,5,1979,1,1,6,6,2,0.0,3.0,2.0,3,0.0,0.0,0.0,0.0,0.0,0.0,1,3.0,1,4,0,1535,0.0,0.0,2,0,4,2,3.0,8,7.0,0,0.0,1,1.0,2.0,3.0,2.0,0,0,0,0,0,4,1,0,8,2,0.0,0,0,0.0,11.686576205316552
104,5,3,94.0,10402,1,1,0,3,0,0,5,2,2,0,2,7,5,2009,1,1,12,13,2,0.0,3.0,3.0,2,4.0,3.0,1.0,1.0,1.0,1226.0,1,5.0,1,4,0,1226,0.0,0.0,2,0,3,1,4.0,6,7.0,0,0.0,1,2.0,3.0,3.0,2.0,0,36,0,0,0,4,1,0,8,4,1.0,0,0,0.0,12.200557464842063
105,9,4,58.0,7758,1,1,3,3,0,0,9,2,2,0,0,7,4,1950,1,1,11,12,1,600.0,3.0,2.0,2,3.0,3.0,1.0,2.0,1.0,1040.0,1,5.0,1,1,0,1818,0.0,0.0,1,1,4,1,3.0,7,7.0,2,3.0,5,1.0,1.0,3.0,2.0,0,0,0,0,184,4,1,0,8,4,1.0,0,0,0.2153846153846154,12.040608205802641
106,10,1,75.0,9375,1,1,3,3,4,0,21,2,2,0,5,8,5,2004,3,1,12,13,1,768.0,4.0,3.0,2,5.0,3.0,1.0,1.0,1.0,1053.0,1,5.0,1,4,0,1992,0.0,0.0,2,1,3,1,4.0,9,7.0,1,4.0,1,2.0,2.0,3.0,2.0,140,45,0,0,0,4,1,0,8,4,1.0,1,0,0.0,12.429216196844383
107,6,4,60.0,10800,1,0,3,3,4,0,17,2,2,0,2,4,7,1995,4,1,12,13,2,0.0,3.0,3.0,0,2.0,3.0,1.0,1.0,1.0,641.0,1,4.0,1,4,0,1047,0.0,0.0,1,0,2,1,3.0,6,7.0,0,0.0,5,1.0,1.0,2.0,0.0,0,0,0,0,0,4,3,450,8,4,1.0,0,0,0.0,11.508415309492342
108,5,4,50.0,6000,1,1,3,3,4,0,17,2,2,0,2,5,5,1950,1,1,12,13,2,0.0,3.0,3.0,1,3.0,3.0,1.0,5.0,4.0,789.0,1,5.0,1,4,0,789,0.0,0.0,1,0,2,1,3.0,5,7.0,0,0.0,5,1.0,1.0,3.0,2.0,0,0,0,0,0,4,1,0,8,5,1.0,0,0,0.34600760456273766,11.652687407345388
109,9,4,85.0,8500,1,1,3,3,0,0,9,0,2,0,0,5,7,2005,1,1,5,5,2,0.0,3.0,3.0,1,3.0,3.0,1.0,1.0,1.0,793.0,2,3.0,0,1,0,1517,0.0,0.0,2,0,3,1,2.0,7,7.0,0,0.0,6,0.0,0.0,0.0,0.0,0,0,144,0,0,4,1,0,8,4,1.0,0,0,0.0,11.652687407345388
110,5,3,105.0,11751,1,1,0,3,4,0,14,2,2,0,2,6,6,1977,3,1,9,10,1,480.0,3.0,3.0,1,4.0,3.0,1.0,4.0,1.0,1844.0,1,5.0,1,4,0,1844,0.0,0.0,2,0,3,1,3.0,7,7.0,1,3.0,1,2.0,2.0,3.0,2.0,0,122,0,0,0,2,1,0,0,4,1.0,0,0,0.3823210412147505,12.154779351142624
111,9,3,75.0,9525,1,1,3,3,4,0,7,2,2,0,0,6,4,1972,1,1,13,14,2,0.0,3.0,3.0,1,3.0,2.0,1.0,3.0,1.0,994.0,1,4.0,1,4,0,1855,0.0,0.0,2,0,4,1,3.0,7,7.0,0,0.0,1,1.0,1.0,3.0,2.0,182,0,0,0,0,4,1,0,8,4,1.0,1,0,0.44668008048289737,11.82700601127654
112,13,3,74.0,7750,1,1,0,3,4,0,8,2,2,0,7,7,5,2000,1,1,12,13,2,0.0,3.0,3.0,2,4.0,3.0,1.0,6.0,1.0,384.0,1,5.0,1,4,0,1430,0.0,0.0,2,1,3,1,3.0,7,7.0,1,3.0,3,3.0,2.0,3.0,2.0,180,0,0,0,0,4,1,0,8,4,1.0,1,0,0.6510416666666666,12.100712129872347
113,10,3,77.0,9965,1,1,3,3,4,0,5,2,2,0,5,7,5,2007,1,1,12,13,3,220.0,4.0,3.0,2,5.0,3.0,3.0,6.0,1.0,1264.0,1,5.0,1,4,0,2696,1.0,0.0,2,1,4,1,5.0,10,7.0,1,4.0,3,3.0,3.0,3.0,2.0,120,184,0,0,168,4,1,0,6,5,1.0,1,0,0.7784810126582279,12.858319703517948
114,5,3,74.0,21000,1,1,3,0,0,0,6,2,2,0,2,6,5,1953,3,1,13,14,1,184.0,3.0,4.0,1,4.0,3.0,2.0,5.0,3.0,1809.0,1,3.0,1,4,0,2259,1.0,0.0,2,0,3,1,4.0,7,7.0,2,4.0,2,1.0,2.0,3.0,2.0,166,120,192,0,0,2,1,0,0,0,1.0,1,0,0.49972360420121614,12.287652632522597
115,11,3,61.0,7259,1,1,0,3,4,1,6,2,2,0,5,6,8,2002,2,1,13,14,2,0.0,3.0,3.0,1,3.0,3.0,1.0,5.0,2.0,1028.0,1,5.0,1,4,0,2320,1.0,0.0,2,1,3,1,4.0,9,7.0,1,3.0,5,1.0,1.0,3.0,2.0,224,0,0,0,0,2,1,0,8,4,1.0,1,0,0.8988326848249028,12.46651198158808
116,2,1,34.0,3230,1,2,3,3,0,0,21,2,2,4,5,6,5,1999,1,1,8,8,1,1129.0,3.0,3.0,2,4.0,3.0,1.0,6.0,1.0,729.0,1,4.0,1,4,0,1458,0.0,0.0,2,1,2,1,3.0,5,7.0,1,2.0,5,1.0,2.0,3.0,2.0,0,32,0,0,0,4,1,0,8,4,1.0,0,0,0.5747599451303155,12.078239274020289
117,5,3,74.0,11616,1,1,3,3,4,0,19,2,2,0,2,5,5,1962,1,1,13,14,1,116.0,3.0,3.0,1,3.0,3.0,1.0,2.0,4.0,1092.0,1,3.0,1,4,0,1092,0.0,1.0,1,0,3,1,3.0,6,7.0,1,1.0,1,1.0,1.0,3.0,2.0,0,20,144,0,0,4,1,0,8,4,1.0,0,0,0.7692307692307693,11.842229212112828
118,5,3,74.0,8536,1,1,3,3,0,0,7,2,2,0,2,5,5,2007,1,1,12,13,2,0.0,3.0,3.0,2,4.0,3.0,1.0,1.0,1.0,1125.0,1,4.0,1,4,0,1125,0.0,0.0,1,1,2,1,3.0,5,7.0,0,0.0,1,1.0,2.0,3.0,2.0,80,64,0,0,0,4,1,0,6,5,1.0,1,0,0.0,11.951180395901384
119,10,3,90.0,12376,1,1,3,3,0,0,20,2,2,0,5,7,5,1990,3,1,9,10,2,0.0,3.0,3.0,2,4.0,3.0,2.0,6.0,1.0,1673.0,1,4.0,1,4,0,3222,1.0,0.0,3,0,5,1,4.0,11,7.0,2,3.0,1,1.0,3.0,3.0,2.0,367,0,0,0,0,4,1,0,8,4,1.0,1,0,0.8786610878661087,12.676076274775909
120,10,3,65.0,8461,1,1,3,3,4,0,5,2,2,0,5,6,5,2006,1,1,12,13,2,0.0,4.0,3.0,2,4.0,3.0,1.0,1.0,1.0,728.0,1,5.0,1,4,0,1456,0.0,0.0,2,1,3,1,4.0,8,7.0,1,4.0,1,3.0,2.0,3.0,2.0,0,24,0,0,0,4,1,0,6,5,1.0,0,0,0.0,12.007560729337492
121,13,3,74.0,21453,1,1,0,2,1,2,4,2,2,0,7,6,5,1969,0,3,9,10,2,0.0,3.0,3.0,1,3.0,3.0,4.0,5.0,1.0,938.0,1,5.0,1,4,0,988,1.0,0.0,1,0,1,1,3.0,4,7.0,2,3.0,1,1.0,2.0,3.0,2.0,0,130,0,130,0,4,1,0,8,4,1.0,0,0,1.0,12.100712129872347
122,9,4,50.0,6060,1,1,3,3,4,0,9,2,2,0,0,4,5,1950,1,1,0,0,2,0.0,3.0,3.0,2,3.0,3.0,1.0,1.0,1.0,732.0,1,4.0,1,4,0,1123,0.0,0.0,1,0,3,1,3.0,4,7.0,0,0.0,5,1.0,1.0,3.0,1.0,0,0,140,0,0,2,1,0,8,4,1.0,0,0,0.0,11.512925464970229
123,5,3,75.0,9464,1,1,3,3,0,0,12,2,2,0,2,6,7,1958,3,1,8,8,1,135.0,3.0,4.0,1,3.0,3.0,1.0,4.0,1.0,1080.0,1,4.0,1,4,0,1080,0.0,0.0,1,0,3,1,3.0,5,7.0,0,0.0,1,1.0,1.0,3.0,2.0,0,0,0,0,130,4,1,0,8,4,1.0,0,0,0.5277777777777778,11.820410164718188
124,0,3,55.0,7892,1,1,3,3,4,0,20,2,2,4,2,6,5,1993,1,1,9,10,2,0.0,4.0,3.0,2,4.0,3.0,1.0,6.0,1.0,1199.0,1,5.0,1,4,0,1199,0.0,0.0,2,0,2,1,4.0,5,7.0,0,0.0,1,2.0,2.0,3.0,2.0,0,63,0,0,0,4,1,0,8,4,1.0,0,0,0.25020850708924103,11.94405831982697
125,5,3,48.0,17043,1,1,0,3,1,0,14,2,2,0,2,6,5,1998,1,1,6,6,2,0.0,3.0,4.0,1,4.0,2.0,1.0,1.0,1.0,1362.0,1,3.0,1,4,0,1586,0.0,0.0,2,0,3,1,3.0,7,7.0,1,3.0,1,1.0,2.0,3.0,2.0,192,0,0,0,0,4,1,0,8,4,1.0,1,0,0.0,12.106252310247962
126,4,4,60.0,6780,1,1,3,3,4,0,9,2,2,1,0,6,8,1982,1,1,13,14,2,0.0,3.0,2.0,1,3.0,3.0,3.0,6.0,1.0,520.0,1,4.0,0,4,234,754,1.0,0.0,1,0,2,1,3.0,5,7.0,0,0.0,6,0.0,0.0,0.0,0.0,53,0,0,0,0,4,1,0,8,4,1.0,1,0,0.9423076923076923,11.344506813345266
127,0,3,48.0,4928,1,1,0,3,4,0,13,2,2,4,2,6,5,1976,1,1,9,10,2,0.0,3.0,3.0,1,4.0,3.0,1.0,5.0,1.0,1078.0,1,3.0,1,4,0,958,0.0,0.0,2,0,2,1,3.0,5,7.0,1,3.0,1,2.0,2.0,3.0,2.0,0,205,0,0,0,4,1,0,8,4,1.0,0,0,0.11131725417439703,11.759785542901755
128,8,4,55.0,4388,1,1,0,0,4,0,17,1,2,0,1,5,7,1950,1,1,14,14,2,0.0,3.0,4.0,0,3.0,3.0,1.0,2.0,1.0,672.0,1,5.0,1,4,0,840,0.0,0.0,1,0,3,1,3.0,5,7.0,1,3.0,6,0.0,0.0,0.0,0.0,0,0,0,0,0,4,1,0,8,4,1.0,0,0,0.17261904761904762,11.37366339763672
129,10,3,69.0,7590,1,1,3,3,4,0,12,4,2,0,5,6,5,1966,1,1,12,13,1,266.0,3.0,3.0,1,3.0,3.0,1.0,4.0,1.0,660.0,1,3.0,1,4,0,1348,0.0,0.0,1,1,3,1,3.0,6,7.0,1,2.0,1,2.0,2.0,3.0,2.0,188,108,0,0,0,4,1,0,8,4,1.0,1,0,0.7757575757575758,11.951180395901384
130,5,3,69.0,8973,1,1,3,3,4,0,12,2,2,0,2,5,7,1991,1,1,9,10,1,85.0,3.0,3.0,1,3.0,3.0,1.0,3.0,4.0,1008.0,1,3.0,1,0,0,1053,0.0,1.0,1,1,3,1,5.0,6,7.0,0,0.0,0,2.0,2.0,3.0,2.0,0,80,0,180,0,3,1,0,8,0,1.0,0,0,0.5902777777777778,11.918390573078392
131,10,3,88.0,14200,1,1,3,3,0,0,12,2,2,0,5,7,6,1966,1,1,8,8,1,309.0,3.0,3.0,1,3.0,3.0,1.0,3.0,1.0,924.0,1,5.0,1,4,0,2157,0.0,0.0,2,1,4,1,4.0,8,7.0,2,4.0,1,3.0,2.0,3.0,2.0,105,66,0,0,0,0,1,0,8,4,1.0,1,0,0.4816017316017316,12.328290278254423
132,10,3,74.0,12224,1,1,0,3,0,0,8,2,2,0,5,6,5,2000,1,1,12,13,1,40.0,4.0,3.0,2,4.0,3.0,1.0,6.0,1.0,992.0,1,5.0,1,4,0,2054,1.0,0.0,2,1,3,1,4.0,7,7.0,1,3.0,3,2.0,2.0,3.0,2.0,24,48,0,0,0,4,1,0,8,4,1.0,1,0,0.7006048387096774,12.404923504275338
133,5,3,75.0,7388,1,1,3,3,0,0,12,2,2,0,2,5,6,2002,1,1,8,8,2,0.0,3.0,3.0,1,3.0,3.0,1.0,3.0,1.0,1063.0,1,4.0,1,4,0,1327,1.0,0.0,1,0,3,1,4.0,7,7.0,0,0.0,5,1.0,2.0,3.0,2.0,0,0,0,0,0,4,1,0,8,4,1.0,0,0,0.380997177798683,11.923378114589433
